CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8488","MUSC 116","1","Elementary Keyboard Skills","1","","Lab","TR","0800-0915","FERG 213","Frook, S","5","Open",
"8489","MUSC 116","2","Elementary Keyboard Skills","1","","Lab","TR","1100-1215","FERG 213","Tomassetti, E B.","7","Open",
"8490","MUSC 117","1","Men&#39;s Chorus","1","  AICE","Lab","TR","0930-1045","FERG A100","Frook, S","12","Open",
"8491","MUSC 120","1","Saxophone Ensemble","1","","Lab","","","ARR ","Richmond, J","4","Open",
"8492","MUSC 122","1","String Chamber Music","1","","Lab","","","ARR ","Greydanus, P","5","Open",
"8493","MUSC 123","1","Pep Band","0 - 1","","Lab","W","2000-2200","FERG A100","Lopez, J","8","Open",
"8494","MUSC 124","1","Percussion Ensemble","1","","Lab","MWF","1500-1550","FERG A100","Bowman, J M.","2","Open",
"8495","MUSC 126","1","Elementary Improv Skills II","1","","Lab","M","0800-0850","FERG A183","Sully, B","25","Open",
"8496","MUSC 200","1","Music Technology","1","","Lec","MWF","1100-1150","FERG 213","Bowman, J","3","Open",
"8497","MUSC 200","2","Music Technology","1","","Lec","TR","1830-1945","FERG 213","Bowman, J","0","Closed",
"8498","MUSC 210","1","Elementary Ear Training","1","","Lab","TR","0800-0915","FERG 210","Lopez, J","8","Open",
"8499","MUSC 210","2","Elementary Ear Training","1","","Lab","TR","1100-1215","FERG 210","Mooney, C","3","Open",
"8500","MUSC 212","1","Tonal Harmony &amp; Voice-Leading","3","","Lec","MWF","1000-1050","FERG 210","Cook, C","0","Closed",
"8501","MUSC 216","1","Advanced Keyboard Skills","1","","Lab","TR","0930-1045","FERG 213","Tomassetti, E","4","Open",
"8502","MUSC 226","1","Advanced Jazz Improvisation","1","","Lab","F","1400-1450","FERG A100","Rossum, K J.","11","Open",
"8503","MUSC 230","1","Woodwind Instrument Techniques","1","","Lab","MWF","0900-0950","FERG A100","Richmond, J","0","Closed",
"8504","MUSC 250","1","String Instrument Techniques","1","","Lab","TR","1500-1615","FERG A183","Scott, A R.","0","Closed",
"8505","MUSC 261","1","Opera Workshop","1","","Lab","MWF","1500-1550","FERG A183","McGuire, J","14","Open",
"8506","MUSC 266","1","Foreign Language Diction II","1","","Lec","MWF","1100-1150","FERG 220","Mooney, C","4","Open",
"8507","MUSC 304","1","History of Western Music II","3","","Lec","TR","1100-1215","FERG 208","Ward-Griffin, M","2","Open",
"8508","MUSC 306","1","Global Transformations","3","  AIGM","Lec","TR","1330-1445","FERG 208","Ward-Griffin, M","3","Open",
"8509","MUSC 310","1","Advanced Ear Training II","1","","Lab","TR","1330-1445","FERG 210","Emory, D","11","Open",
"9201","MUSC 310","2","Advanced Ear Training II","1","","Lab","TR","1500-1615","FERG 210","Emory, D","13","Open",
"8510","MUSC 312","1","Extend Tonal Tech and Atonalit","3","","Lec","MWF","1100-1150","FERG 210","Cook, C","7","Open",
"8511","MUSC 315","1","Digital Creativ w/Music Tech","3","  AICE","Lec","MWF","0900-0950","FERG 213","Whitaker, E","1","Open",
"9193","MUSC 391","1","String Literature &amp; Pedagogy","3","","Lec","T","0800-0900","FERG 220","Scott, A R.","16","Open",
"8513","MUSC 397","1","Brass Literature and Pedagogy","3","","Lec","","","ARR ","Omer, D","17","Open",
"8514","MUSC 398","1","Percussion Literat &amp;  Pedagogy","3","","Lec","","","ARR ","Bowman, J","8","Open",
"8515","MUSC 411","1","Post-Tonal Theory","3","","Lec","TR","1330-1445","FERG 220","Cook, C E.","1","Open",
"8516","MUSC 450","1","Vocal Literature","3","","Lec","MWF","1000-1050","FERG 220","Holland, R","13","Open",
"8517","MUSC 490","W1","WI:Falk Sem Music Hist Rsrch","3","  WI","Lec","TR","1500-1615","FERG 207","Ward-Griffin, M","11","Open",
"9303","MUSC 491","1","Practicum in Music","1","","Lab","","","ARR ","Rossum, K","0","Closed",
"9397","MUSC 499","1","Ind St:Electronic/Compu Music","1 - 3","","Ind","","","ARR ","Cook, C E.","0","Closed",
"8518","MUSC 520","1","Choral Literature &amp; Conducting","3","","Lec","TR","1100-1215","FERG 220","Frook, S ","6","Open",
"8519","MUSC 530","1","Wind Literature &amp; Conducting","3","","Lec","MWF","1000-1050","FERG A183","Reimer, M ","6","Open",
"9246","MUSC 540","1","Orchestral Lit &amp; Conducting","3","","Lec","","","ARR ","Scott, A R.","0","Closed",
"8707","NEUR 201","2","Introduction of Neuroscience","3","","Lec","MWF","1400-1450","FORBES 1022","Rollins, L ","2","Open",
"8708","NEUR 301","W1","WI: Research Mthds Neuroscienc","4","  WI","Lec","MWF","1000-1050","FORBES 1022","Campolattaro, M","12","Open",
"8709","NEUR 301L","1","Research Mthds in Neur Lab","0","","Lab","M","1200-1445","FORBES 2002","Campolattaro, M","7","Open",
"8710","NEUR 301L","2","Research Mthds in Neur Lab","0","","Lab","W","1200-1445","FORBES 2002","Campolattaro, M","5","Open",
"8711","NEUR 360","1","Neuroendocrinology","3","","Lec","MWF","0900-0950","FORBES 2070A","Velkey, A","8","Open",
"8712","NEUR 420","1","Neuroanatomy","3","","Lec","TR","1330-1445","FORBES 3014","Mitrano, D","3","Open",
"8989","NSCI 310","1","The Study of Science","3","","Lec","W","1700-1945","MCM 312","Andrus, J","11","Open",
"9429","PCSE 399","1","Intrmed Ind Stdy-Appl Phys/CS","1 - 3","","Ind","","","ARR ","Flores, R A.","0","Closed",
"8668","PCSE 498","W1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","T","1800-1915","LUTR 323","Gore, D","14","Open",
"9382","PCSE 595","1","Sp Tpc:Problem Solving/Present","1","","Lec","F","1400-1450","LUTR 137","Heddle, D P.","17","Open",
"8257","PCSE 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Heddle, D","2","Open",
"8520","PHIL 101","1","Critical Thinking I","3","  AIIF","Lec","MWF","0800-0850","MCM 310","Barber, C","0","Closed",
"8521","PHIL 101","2","Critical Thinking I","3","  AIIF","Lec","MWF","0900-0950","MCM 310","Barber, C F.","0","Closed",
"8522","PHIL 101","3","Critical Thinking I","3","  AIIF","Lec","MWF","1100-1150","MCM 114","Hutchinson, D","1","Open",
"8523","PHIL 101","4","Critical Thinking I","3","  AIIF","Lec","MWF","1000-1050","MCM 114","Barber, C","1","Open",
"8524","PHIL 101","5","Critical Thinking I","3","  AIIF","Lec","TR","1800-1915","MCM 114","Linford, D","2","Open",
"8525","PHIL 201","1","Ancient and Medieval Phil","3","  AIGM","Lec","TR","0800-0915","MCM 210","Davidson, J ","0","Closed",
"8526","PHIL 201","2","Ancient and Medieval Phil","3","  AIGM","Lec","TR","1630-1745","MCM 316","Davidson, J","0","Closed",
"8527","PHIL 201","3","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1000-1050","MCM 210","Jelinek, E","0","Closed",
"8528","PHIL 201","4","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","0900-0950","MCM 210","Jelinek, E","0","Closed",
"8529","PHIL 202","1","Modern Philosophy","3","  AIWT","Lec","TR","1330-1445","MCM 212","Homan, M","1","Open",
"8530","PHIL 202","2","Modern Philosophy","3","  AIWT","Lec","TR","1500-1615","MCM 316","Davidson, J","0","Closed",
"8531","PHIL 202","3","Modern Philosophy","3","  AIWT","Lec","TR","1800-1915","MCM 357","Homan, M","1","Open",
"8532","PHIL 202","4","Modern Philosophy","3","  AIWT","Lec","TR","1630-1745","MCM 357","Homan, M","0","Closed",
"8533","PHIL 205","1","The Anatomy of Thought","3","  AIIF","Lec","MWF","1500-1550","MCM 101","Linford, D","2","Open",
"9263","PHIL 205","2","The Anatomy of Thought","3","  AIIF","Lec","MWF","1300-1350","MCM 260","Linford, D J.","1","Open",
"8534","PHIL 207","1","Ethical Issues in Business","3","","Lec","MWF","1200-1250","MCM 212","Park, J","0","Closed",
"8535","PHIL 207","2","Ethical Issues in Business","3","","Lec","MWF","1400-1450","MCM 212","Park, J","1","Open",
"8536","PHIL 207","3","Ethical Issues in Business","3","","Lec","MWF","1100-1150","MCM 212","Park, J","0","Closed",
"8537","PHIL 207","4","Ethical Issues in Business","3","","Lec","MWF","1400-1450","MCM 101","Balay, J M.","1","Open",
"8538","PHIL 207","5","Ethical Issues in Business","3","","Lec","MWF","1200-1250","FORBES 2070D","Balay, J M.","0","Closed",
"8539","PHIL 308","1","Philosophy of Religion","3","","Lec","MWF","1000-1050","MCM 212","Hutchinson, D L.","9","Open",
"8540","PHIL 312","1","American Philosophy","3","","Lec","TR","1100-1215","MCM 212","Balay, J","9","Open",
"8541","PHIL 321","W1","WI:Legal Reasoning","3","  AIIF  WI","Lec","MW","1800-1915","MCM 212","Woolard, G","1","Open",
"8542","PHIL 384","1","Medical Ethics","3","  AIII  ","Lec","TR","1800-1915","MCM 212","Park, J","0","Closed",
"8543","PHIL 425","1","Constitutional Theory","3","","Lec","MW","1800-1915","MCM 314","Homan, M","2","Open",
"8544","PHIL 451","1","The Great Philosophers","3","","Lec","TR","0930-1045","MCM 312","Underwood, L","7","Open",
"8545","PHIL 490","W1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","MCM 200B","Hutchinson, D","13","Open",
"8669","PHYS 105L","1","Elementary Physics Lab","1","  AINW","Lab","R","0800-1045","LUTR 301","McElhenny, C M.; Gore, D B.","17","Open",
"8670","PHYS 105L","2","Elementary Physics Lab","1","  AINW","Lab","W","1300-1545","LUTR 301","Denno, J Charles","0","Closed",
"8671","PHYS 105L","3","Elementary Physics Lab","1","  AINW","Lab","R","1330-1615","LUTR 301","McElhenny, C M.; Cole, L D.E.","1","Open",
"8672","PHYS 105L","4","Elementary Physics Lab","1","  AINW","Lab","W","1800-2045","LUTR 301","Denno, J","2","Open",
"8673","PHYS 105L","5","Elementary Physics Lab","1","  AINW","Lab","R","1800-2045","LUTR 301","Ryan, R Austin","3","Open",
"8674","PHYS 141","1","How Things Work","3","  AINW","Lec","TR","1630-1745","LUTR 269","Fernandez, J","12","Open",
"8675","PHYS 141","2","How Things Work","3","  AINW","Lec","MW","1600-1715","MCM 216","Ward, S T","5","Open",
"8676","PHYS 141","3","How Things Work","3","  AINW","Lec","TR","0930-1045","FORBES 2074","Cueman, M","2","Open",
"8677","PHYS 141","4","How Things Work","3","  AINW","Lec","TR","1330-1445","LUTR 170","Cueman, M","0","Closed",
"8678","PHYS 142","1","Energy:Prin, Problems &amp; Societ","3","  AINW","Lec","TR","0930-1045","LUTR 322","Granados, C G.","18","Open",
"8679","PHYS 144","1","Astronomy","3","  AINW","Lec","TR","1800-1915","LUTR 347","Croom, M","0","Closed",
"8680","PHYS 144","2","Astronomy","3","  AINW","Lec","MWF","1000-1050","LUTR 121","DeJong, A D.","0","Closed",
"8681","PHYS 151","1","Intermediate Physics","3","  AINW","Lec","MWF","0800-0850","LUTR 242","Cole, L","0","Closed",
"8682","PHYS 151L","1","Intermediate Physics-Lab","1","  AINW","Lab","M","1300-1545","LUTR 310","Cole, L","0","Closed",
"8683","PHYS 152","1","Intermediate Physics","3","  AINW","Lec","TR","1500-1615","FORBES 1022","Selim, R L.","6","Open",
"8684","PHYS 152","2","Intermediate Physics","3","  AINW","Lec","MWF","1400-1450","LUTR 121","Gerousis, C","1","Open",
"8685","PHYS 152","3","Intermediate Physics","3","  AINW","Lec","TR","1100-1215","LUTR 121","Selim, R","4","Open",
"8686","PHYS 152L","1","Intermediate Physics - Lab","1","  AINW","Lab","T","0930-1215","LUTR 306","McClellan, M Joseph; Cole, L D.E.","21","Open",
"8687","PHYS 152L","2","Intermediate Physics - Lab","1","  AINW","Lab","M","1400-1645","LUTR 306","McClellan, M Joseph; Gore, D B.","3","Open",
"8688","PHYS 152L","3","Intermediate Physics - Lab","1","  AINW","Lab","T","1330-1615","LUTR 306","Granados, C G.","2","Open",
"8689","PHYS 152L","4","Intermediate Physics - Lab","1","  AINW","Lab","T","1800-2045","LUTR 306","Fernandez, J","2","Open",
"8690","PHYS 152L","5","Intermediate Physics - Lab","1","  AINW","Lab","M","1800-2045","LUTR 306","Fernandez, J","1","Open",
"8691","PHYS 152L","6","Intermediate Physics - Lab","1","  AINW","Lab","M","1000-1245","LUTR 306","Granados, C G.","1","Open",
"8692","PHYS 152L","7","Intermediate Physics - Lab","1","  AINW","Lab","W","0800-1045","LUTR 306","McHugh, M","23","Open",
"8693","PHYS 201","1","General Physics","3","  AINW","Lec","TR","0800-0915","LUTR 322","Cole, L","0","Closed",
"8694","PHYS 202","1","General Physics","3","  AINW","Lec","MWF","1100-1150","LUTR 269","Fersch, R","1","Open",
"8695","PHYS 202","2","General Physics","3","  AINW","Lec","TR","1330-1445","FORBES 2070A","Monaghan, P","4","Open",
"8696","PHYS 202","3","General Physics","3","  AINW","Lec","TR","1800-1915","LUTR 269","Monaghan, P","18","Open",
"8697","PHYS 202L","1","General Physics Laboratory","1","  AINW","Lab","R","1330-1615","LUTR 310","Granados, C G.","15","Open",
"8698","PHYS 202L","2","General Physics Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 310","Fernandez, J","4","Open",
"8699","PHYS 202L","3","General Physics Laboratory","1","  AINW","Lab","R","0930-1215","LUTR 310","Cole, L","1","Open",
"8700","PHYS 301","1","Intermed Classical Mechanics","3","","Lec","MWF","1000-1050","LUTR 322","Gore, D B.","0","Closed",
"8701","PHYS 351","1","Modern Physics","3","","Lec","MWF","0900-0950","LUTR 137","DeJong, A D.","8","Open",
"8702","PHYS 402","1","Quantum Physics","3","","Lec","TR","1500-1615","LUTR 322","Gore, D","7","Open",
"8703","PHYS 404","1","Electrodynamics","3","","Lec","MWF","1300-1350","LUTR 322","DeJong, A","10","Open",
"8704","PHYS 406","1","Thermodynamics","3","","Lec","MW","1800-1915","LUTR 322","Fersch, R G.","0","Closed",
"8705","PHYS 431","1","Optical Physics","3","","Lec","TR","1100-1215","LUTR 322","Gore, D","18","Open",
"8258","PHYS 502","1","Quantum Physics","3","","Lec","TR","1500-1615","LUTR 322","Gore, D","13","Open",
"8259","PHYS 504","1","Electromagnetic Theory","3","","Lec","MWF","1300-1350","LUTR 322","DeJong, A","11","Open",
"8260","PHYS 506","1","Thermodynamics/Statisticl Phys","3","","Lec","MW","1800-1915","LUTR 322","Fersch, R G.","15","Open",
"8261","PHYS 521","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 372","Gerousis, C P.","10","Open",
"8262","PHYS 522","1","Microprocessor-base Systems","3","","Lec","MW","1600-1715","LUTR 204","Wang, D","4","Open",
"8263","PHYS 531","1","Optical Physics","3","","Lec","TR","1100-1215","LUTR 322","Gore, D","2","Open",
"8990","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","28","Open",
"8991","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","6","Open",
"8992","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","2","Open",
"8993","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, G","0","Closed",
"8714","PSYC 201","1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","FORBES 1022","Gibbons, J","0","Closed",
"8715","PSYC 201","2","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Greenlee, S","0","Closed",
"8716","PSYC 202","1","Inv Socl Contxt of Beh &amp; Cogn","3","  AIII","Lec","MWF","1500-1550","FORBES 1022","Catanzaro, D","1","Open",
"8717","PSYC 202","2","Inv Socl Contxt of Beh &amp; Cogn","3","  AIII","Lec","TR","1500-1615","MCM 101","Antaramian, S","0","Closed",
"8718","PSYC 207","1","Lifespan Development","3","  AIII","Lec","TR","1630-1745","FORBES 2070E","Frieden, F","0","Closed",
"8719","PSYC 208","1","Child Development","3","  AIII","Lec","MWF","1000-1050","FORBES 2070D","Riggins, E C.","0","Closed",
"8720","PSYC 208","2","Child Development","3","  AIII","Lec","MW","1600-1715","FORBES 2070D","Frantz, C","1","Open",
"8721","PSYC 208","3","Child Development","3","  AIII","Lec","MW","1800-1915","FORBES 2070D","Sulzberger, R","0","Closed",
"8722","PSYC 208","4","Child Development","3","  AIII","Lec","MW","1930-2045","FORBES 2070D","Sulzberger, R","0","Closed",
"8723","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","  AIIF","Lec","MWF","1400-1450","FORBES 2074","Niehaus, J","0","Closed",
"8724","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","  AIIF","Lec","TR","1330-1445","FORBES 2070C","Riggins, E C.","1","Open",
"8725","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","  AIIF","Lec","TR","1500-1615","FORBES 2070C","Riggins, E C.","14","Open",
"8726","PSYC 301","W1","WI:Research Mthds in Psych","3","  WI","Lec","MWF","0800-0850","FORBES 2088","Pressley, T","0","Closed",
"8727","PSYC 301","W2","WI:Research Mthds in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2002","Niehaus, J","0","Closed",
"8728","PSYC 301","W3","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1400-1450","FORBES 2009","Clark, M","0","Closed",
"8729","PSYC 301","W4","WI:Research Mthds in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2088","Gibbons, J","0","Closed",
"8730","PSYC 301","W5","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1100-1150","FORBES 2090","Rollins, L","0","Closed",
"8731","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MWF","0900-0950","FORBES 2088","Pressley, T M.F.","0","Closed",
"8732","PSYC 301L","2","Research Methods Laboratory","1","","Lab","TR","1100-1215","FORBES 2002","Niehaus, J","0","Closed",
"8733","PSYC 301L","3","Research Methods Laboratory","1","","Lab","MWF","1500-1550","FORBES 2009","Clark, M","0","Closed",
"8734","PSYC 301L","4","Research Methods Laboratory","1","","Lab","TR","1330-1445","FORBES 2009","Gibbons, J","0","Closed",
"8735","PSYC 301L","5","Research Methods Laboratory","1","","Lab","MWF","1200-1250","FORBES 2090","Rollins, L","0","Closed",
"8736","PSYC 303","1","Industrial/Organizational Psyc","3","  AIII","Lec","MWF","1100-1150","FORBES 2070A","Catanzaro, D","0","Closed",
"8737","PSYC 303","2","Industrial/Organizational Psyc","3","  AIII","Lec","MWF","1200-1250","FORBES 2070A","Catanzaro, D","1","Open",
"8738","PSYC 304","1","Social Psychology","3","","Lec","TR","1500-1615","FORBES 2015","Hart, J","0","Closed",
"8739","PSYC 306","1","History and Systems of Psych","3","","Lec","MWF","0900-0950","FORBES 2070E","Doolittle, D","0","Closed",
"8740","PSYC 306","2","History and Systems of Psych","3","","Lec","MWF","1000-1050","FORBES 2070E","Doolittle, D","0","Closed",
"8741","PSYC 312","1","Educational Psychology","3","","Lec","MWF","1400-1450","FORBES 2070E","Dow, G","0","Closed",
"8742","PSYC 312","2","Educational Psychology","3","","Lec","MWF","1300-1350","FORBES 2015","Pressley, T","0","Closed",
"8743","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1330-1445","FORBES 2015","Lee, S A","0","Closed",
"8744","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1100-1215","FORBES 2074","Lee, S A","0","Closed",
"8745","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","TR","0800-0915","FORBES 2070D","Clark, M","0","Closed",
"8746","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","TR","0930-1045","FORBES 2070D","Clark, M","0","Closed",
"9194","PSYC 315","3","Psychology-Abnormal Behavior","3","","Lec","TR","1800-1915","FORBES 2070E","Frieden, F P.","0","Closed",
"8747","PSYC 316","1","Cognitive Psychology","3","","Lec","MW","1600-1715","FORBES 2070E","Romito, M R.","0","Closed",
"8748","PSYC 316","2","Cognitive Psychology","3","","Lec","MWF","1400-1450","FORBES 2070D","Romito, M","0","Closed",
"8749","PSYC 327","1","Theories &amp; Prin of Child Devel","3","","Lec","TR","1100-1215","FORBES 2070D","Hunter, L","0","Closed",
"8750","PSYC 350","1","Forensic Psychology","3","","Lec","MWF","1500-1550","FORBES 2070D","Romito, M","0","Closed",
"8751","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","0900-0950","FORBES 2070D","Hunter, L S.","0","Closed",
"8752","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","0800-0850","FORBES 2009","Hunter, L","0","Closed",
"8753","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1000-1050","FORBES 2009","Hunter, L","0","Closed",
"8754","PSYC 406","1","Sensation and Perception","3","","Lec","TR","1330-1445","FORBES 2002","Lipatova, O","0","Closed",
"8755","PSYC 406L","1","Sensation and Perception Lab","1","","Lab","TR","1500-1615","FORBES 2002","Lipatova, O","0","Closed",
"8756","PSYC 410","1","Tests and Measurement","3","","Lec","TR","0930-1045","FORBES 2009","Doolittle, D","0","Closed",
"8757","PSYC 410L","1","Tests and Measurement Lab","1","","Lab","TR","1100-1215","FORBES 2009","Doolittle, D","0","Closed",
"9396","PSYC 415","1","Comparative Psychology","3","","Lec","MWF","1100-1150","FORBES 2009","Velkey, A ","0","Closed",
"9403","PSYC 415","2","Comparative Psychology","3","","Lec","",""," "," ","0","Closed",
"9398","PSYC 415L","1","Comparative Psychology Lab","1","","Lab","TR","0800-0915","FORBES 2009","Velkey, A ","0","Closed",
"9404","PSYC 415L","2","Comparative Psychology Lab","1","","Lab","",""," "," ","0","Closed",
"8758","PSYC 428","1","Cognitive Development","3","","Lec","MWF","1000-1050","FORBES 2088","Cartwright, K","0","Closed",
"8759","PSYC 428L","1","Cognitive Development Lab","1","","Lab","MWF","1100-1150","FORBES 2002","Cartwright, K B.","0","Closed",
"8760","PSYC 430","1","Social Development","3","","Lec","MWF","1300-1350","FORBES 2070A","Marshall, T","0","Closed",
"8761","PSYC 430L","1","Social Development Lab","1","","Lab","MWF","1500-1550","FORBES 2070A","Marshall, T","0","Closed",
"8762","PSYC 431","1","Psyc of Arch &amp; Ind Design","3","","Lec","TR","1630-1745","FORBES 2088","Berry, T","0","Closed",
"8763","PSYC 431L","1","Psyc of Arch &amp; Ind Dsgn-Lab","1","","Lab","TR","1800-1915","FORBES 2088","Berry, T","0","Closed",
"8764","PSYC 490","W1","WI: Senior Seminar in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2012","Marshall, T","0","Closed",
"8765","PSYC 490","W2","WI: Senior Seminar in Psych","3","  WI","Lec","MW","1600-1715","FORBES 2088","Niehaus, J","8","Open",
"8766","PSYC 490","W3","WI: Senior Seminar in Psych","3","  WI","Lec","W","1600-1845","FORBES 2074","Antaramian, S","1","Open",
"8767","PSYC 490","W4","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2012","Hart, J","0","Closed",
"8769","PSYC 491","1","Practicum in Psychology","3","","Lec","MWF","1200-1250","FORBES 2012","Greenlee, S","9","Open",
"8770","PSYC 495","1","Sp Tpc:Critical/Creative Think","3","","Lec","MWF","1200-1250","FORBES 2009","Dow, G T.","0","Closed",
"8771","PSYC 495L","1","Sp Tpc: Crit/Creatve Think lab","1","","Lab","MWF","1300-1350","FORBES 2009","Dow, G","0","Closed",
"9393","PSYC 499","1","Ind St: Human Sexuality","1 - 3","","Ind","","","ARR ","Niehaus, J L.","0","Closed",
"9395","PSYC 499","2","Ind St: Human Resources","1 - 3","","Ind","","","ARR ","Gibbons, J ","0","Closed",
"9402","PSYC 499","3","Ind St:Teaching Inside/Out","1 - 3","","Ind","","","ARR ","Dow, G T.","0","Closed",
"9408","PSYC 499","4","Ind St: Risky Sexual Behavior","1 - 3","","Ind","","","ARR ","Greenlee, S P.; Doolittle, D C.","0","Closed",
"9463","PSYC 499","5","Ind St: Memory and Cognition","1 - 3","","Ind","","","ARR ","Gibbons, J ","0","Closed",
"9469","PSYC 499","6","Ind St: Terror Management","1 - 3","","Ind","","","ARR ","Hart, J W.","0","Closed",
"9471","PSYC 499","7","Indpendent Study in Psychology","1 - 3","","Ind","","","ARR ","Cartwright, K B.","0","Closed",
"9478","PSYC 499","8","Ind St: Emotion Recognition","1 - 3","","Ind","","","ARR ","Hunter, L","0","Closed",
"8772","PSYC 521","1","Reading Acquisition &amp; Devlpmnt","3","","Lec","MWF","1300-1350","FORBES 2088","Cartwright, K","7","Open",
"9368","PSYC 521","2","Reading Acquisition &amp; Devlpmnt","3","","Lec","W","1600-1845","FORBES 2090","Swords, R ","3","Open",
"8773","PSYC 535","1","Exceptional Learner","3","","Lec","M","1600-1845","FORBES 2074","Lee, S","0","Closed",
"8774","PSYC 544","1","Assessment of Learning","3","","Lec","R","1630-1915","FORBES 2070C","Pressley, T","0","Closed",
"8546","RSTD 211","1","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","MCM 114","Curtis, M","1","Open",
"8547","RSTD 211","2","Religions of the East","3","  AIGM","Lec","MWF","1300-1350","MCM 316","Thompson, J","0","Closed",
"8549","RSTD 212","1","Religions of the West","3","  AIWT","Lec","TR","0930-1045","MCM 207","Rose, K","0","Closed",
"8550","RSTD 212","2","Religions of the West","3","  AIWT","Lec","TR","1330-1445","MCM 216","Thompson, J","2","Open",
"8551","RSTD 212","3","Religions of the West","3","  AIWT","Lec","TR","1100-1215","MCM 262","Rose, K T.","0","Closed",
"9200","RSTD 212","4","Religions of the West","3","  AIWT","Lec","MWF","1400-1450","MCM 360","Fallon, K F.","2","Open",
"8552","RSTD 218","1","The Qur&#39;an","3","  AIGM","Lec","MWF","1100-1150","MCM 366","Timani, H","0","Closed",
"8553","RSTD 232","1","The Vision of Christianity","3","  AIWT","Lec","TR","1500-1615","MCM 362","Strehle, S","1","Open",
"8554","RSTD 318","1","Theologies of Relig Pluralism","3","AIII","Lec","MWF","1200-1250","MCM 357","Timani, H S","9","Open",
"8555","RSTD 319","1","Religion and American Identity","3","  AIII","Lec","TR","0930-1045","MCM 364","Hutchinson, D","7","Open",
"8556","RSTD 321","1","The Church and State","3","  AIWT","Lec","MW","1600-1715","MCM 314","Strehle, S","0","Closed",
"8557","RSTD 326","W1","WI:  Religion in the Movies","3","  WI","Lec","T","1930-2215","MCM 114","Redick, K","0","Closed",
"8558","RSTD 330","1","Christian Prayr &amp; Spirituality","3","  AIWT","Lec","W","1800-2045","MCM 307","Rose, K","0","Closed",
"8559","RSTD 335","1","Primal Religions-Myth/Ritual","3","  AIGM","Lec","TR","1630-1745","MCM 207","Redick, K","0","Closed",
"8560","RSTD 361","1","Hebrew Bible","3","  AIWT","Lec","TR","1100-1215","MCM 260","Strehle, S","1","Open",
"8562","RSTD 491","1","Practicum/Internship","1 - 3","","Pra","","","ARR ","Redick, K","0","Closed",
"9383","RSTD 499","1","Ind St: Environ and the New Te","1 - 3","","Ind","","","ARR ","Redick, K H.","0","Closed",
"9399","RSTD 499","2","Ind St: Modern Theory","1 - 3","","Ind","","","ARR ","Strehle, S A.","0","Closed",
"9458","RSTD 499","3","Ind St:Charismatic Pneumatolog","1 - 3","","Ind","","","ARR ","Redick, K H.","0","Closed",
"8097","SOCL 201","1","Globalization and Society","3","  AIGM","Lec","TR","0800-0915","LUTR 170","Gautam, R","1","Open",
"8098","SOCL 205","1","Identity, Community, and Indiv","3","  AIII","Lec","MWF","1200-1250","LUTR 167","Lewis, M","1","Open",
"8099","SOCL 205","2","Identity, Community, and Indiv","3","  AIII","Lec","MWF","1300-1350","LUTR 167","Lewis, M","0","Closed",
"8100","SOCL 205","3","Identity, Community, and Indiv","3","  AIII","Lec","TR","1500-1615","LUTR 121","Harris, J","3","Open",
"8101","SOCL 215","1","Media and Crime","3","  AIII","Lec","MWF","0900-0950","LUTR 142","Zhang, C","1","Open",
