CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8443","ENGL 223","20","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1000-1050","MCM 307","Teekell, A","0","Closed",
"8426","ENGL 223","3","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1100-1150","MCM 316","Dorsty, G","0","Closed",
"8428","ENGL 223","5","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1500-1615","MCM 257","Hoag, T","0","Closed",
"8429","ENGL 223","6","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","0900-0950","MCM 314","Rose, A","0","Closed",
"8430","ENGL 223","7","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1000-1050","MCM 314","Rose, A","0","Closed",
"8431","ENGL 223","8","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1500-1615","MCM 307","Shortsleeve, K","3","Open",
"8444","ENGL 304","W1","WI:Creativity, out of Conflict","3","  AICE  WI","Lec","MWF","1200-1250","MCM 316","Pollard, S","0","Closed",
"8445","ENGL 308","W1","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1400-1450","MCM 160","Hoag, T","1","Open",
"8446","ENGL 308","W2","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1000-1050","MCM 316","Marinova, M","0","Closed",
"8447","ENGL 309","W1","WI: Creative Nonfiction","3","  WI","Lec","TR","1500-1615","MCM 364","Rodden, D","0","Closed",
"8448","ENGL 309","W2","WI: Creative Nonfiction","3","  WI","Lec","TR","1630-1745","MCM 364","Rodden, D","0","Closed",
"8449","ENGL 312","1","History- the English Language","3","","Lec","TR","1630-1745","MCM 210","Rowley, S","11","Open",
"8450","ENGL 313","1","Literature and Social Issues","3","  AIGM","Lec","TR","1330-1445","MCM 210","Teekell, A","0","Closed",
"8451","ENGL 315","1","Adolescent Literature","3","  AIII","Lec","TR","1630-1745","MCM 212","Keeling, K","0","Closed",
"8452","ENGL 316","1","Children&#39;s Literature","3","  AIII","Lec","MW","1600-1715","MCM 210","Keeling, K","1","Open",
"8453","ENGL 316","2","Children&#39;s Literature","3","  AIII","Lec","MW","1800-1915","MCM 210","Keeling, K","0","Closed",
"9377","ENGL 320","1","WI: Studies in Women &amp; Lit","3","  AIGM  WI","Lec","",""," "," ","0","Closed",
"8454","ENGL 339","W1","WI:Tutoring in the Writing Ctr","3","  WI","Lec","MW","1600-1715","MCM 307","Bunch, I","1","Open",
"8455","ENGL 342","1","Financial Fict/Rise of Realism","3","","Lec","MWF","1100-1150","MCM 210","Filetti, J","2","Open",
"8456","ENGL 346","1","Black Presence &amp; Presentation","3","","Lec","MW","1600-1715","MCM 362","Rodden, D","20","Open",
"8457","ENGL 350","W1","WI: Writing-Digital Humanities","3","  WI","Lec","MW","1600-1715","MCM 316","Hoag, T","0","Closed",
"8458","ENGL 353","W1","WI: Writing for the Profession","3","  WI","Lec","MWF","0900-0950","MCM 316","Barclay, R","0","Closed",
"8459","ENGL 353","W2","WI: Writing for the Profession","3","  WI","Lec","MWF","1200-1250","MCM 216","Emmelhainz, N","0","Closed",
"8460","ENGL 353","W3","WI: Writing for the Profession","3","  WI","Lec","MWF","1000-1050","MCM 110","Emmelhainz, N","0","Closed",
"8461","ENGL 356","W1","WI: Film, Theory &amp; Culture","3","  WI","Lec","TR","1100-1215","MCM 366","Nichols, J","0","Closed",
"8462","ENGL 373","1","Myth, Legend/Medieval Britain","3","","Lec","TR","1500-1615","MCM 210","Rowley, S","12","Open",
"8463","ENGL 385","1","American Film","3","","Lec","M","1800-2045","MCM 164","Nichols, J","0","Closed",
"8464","ENGL 394","1","Psychology&#39;s Keys to Lit","3","","Lec","MW","1600-1715","MCM 212","Lee, T","18","Open",
"8465","ENGL 395","1","Sp Tpc:Electronic Literature","3","","Lec","TR","1330-1445","LUTR 109","Emmelhainz, N M.","5","Open",
"8466","ENGL 395","2","SP TPC:Modernism&#39;s Ghosts","3","","Lec","TR","0930-1045","MCM 212","Teekell, A","26","Open",
"8467","ENGL 415","1","Genre Studies","3","","Lec","MWF","1200-1250","MCM 112","Mulligan, R","3","Open",
"8468","ENGL 423","1","Major Authors","3","","Lec","MWF","1400-1450","MCM 162","Hopkins, P","0","Closed",
"8470","ENGL 430","1","The Structure of English","3","  AIIF","Lec","MWF","0900-0950","MCM 162","Cornette Jr, J","2","Open",
"8471","ENGL 454","W1","WI:  Writ for Civic Engagement","3","  WI","Lec","TR","1500-1615","MCM 162","Rosenberg, R","2","Open",
"8472","ENGL 454","W2","WI:  Writ for Civic Engagement","3","  WI","Lec","TR","0930-1045","MCM 260","Barclay, R","0","Closed",
"8473","ENGL 490","W1","WI: Senior Seminar","3","  WI","Lec","TR","1100-1215","MCM 164","Rosenberg, R","0","Closed",
"8474","ENGL 490","W2","WI: Senior Seminar","3","  WI","Lec","MW","1800-1915","MCM 112","Wright, M","0","Closed",
"8475","ENGL 491","1","Internship in Writing","3","","Int","","","ARR ","Filetti, J","0","Closed",
"8476","ENGL 491","2","Internship in Writing","3","","Int","","","ARR ","Lee, T","0","Closed",
"8477","ENGL 491","3","Internship in Writing","3","","Int","","","ARR ","Rosenberg, R","0","Closed",
"8663","ENGR 212","1","Electronics","3","","Lec","MWF","0900-0950","LUTR 322","Backens, J D.","27","Open",
"8664","ENGR 212L","1","Electronics Laboratory","1","","Lab","T","1800-2045","LUTR 206","Backens, J","12","Open",
"8666","ENGR 213","1","Discrete Structures-Comp Appl","3","","Lec","TR","1630-1745","LUTR 170","Johnson, M","0","Closed",
"8667","ENGR 213","2","Discrete Structures-Comp Appl","3","","Lec","TR","1800-1915","LUTR 322","Givens, R M.","7","Open",
"8265","ENVS 505","1","Technical &amp; Scientific Writing","3","","Lec","M","1800-2020","FORBES 2088","Whiting, G","14","Open",
"8266","ENVS 525","1","Environmental Regulations","3","","Lec","W","1730-2020","FORBES 2070A","Burke, R Paul","6","Open",
"8267","ENVS 530","1","Biogeography","3","","Lec","MWF","0900-0950","FORBES 2043","Meyer, M ","0","Closed",
"9217","ENVS 534","1","Marine Ecology","4","","Lec","TR","0800-0915","FORBES 2070A","Burke, R Paul","0","Closed",
"9215","ENVS 534L","1","Marine Ecology Lab","0","","Lab","R","1330-1720","FORBES 2051","Burke, R Paul","0","Closed",
"8268","ENVS 540","1","Environmental Microbiology","4","","Lec","MWF","1100-1150","FORBES 2070D","Knies, J","6","Open",
"8269","ENVS 540L","1","Environmental Microbiology Lab","0","","Lab","F","1300-1650","FORBES 1015","Knies, J","3","Open",
"8270","ENVS 540L","2","Environmental Microbiology Lab","0","","Lab","R","1330-1720","FORBES 1015","Knies, J","3","Open",
"8272","ENVS 555","1","GIS and Spatial Analysis Techn","4","","Lec","T","1800-2050","FORBES 2051","Whiting, G","1","Open",
"8273","ENVS 555L","1","GIS and Spatial Analysis Techn","0","","Lab","S","0800-1145","FORBES 2051","Whiting, G","1","Open",
"9413","ENVS 599","1","Ind St:Demogr During Migration","1 - 3","","Ind","","","ARR ","Sherwin, R E","0","Closed",
"9439","ENVS 599","2","Ind St: Adv Global Info System","1 - 3","","Ind","","","ARR ","Whiting, G J.","0","Closed",
"9446","ENVS 599","3","Ind St:Herp Specimen Catalog","1 - 3","","Ind","","","ARR ","Lattanzio, M ","0","Closed",
"9447","ENVS 599","4","Ind St: Dev in Community Ecolo","1 - 3","","Ind","","","ARR ","Lattanzio, M ","0","Closed",
"9475","ENVS 599","5","Ind St: Dev/Monoterpene protoc","1 - 3","","Ind","","","ARR ","Patterson, J David","0","Closed",
"8987","ENVS 689","1","Project Research for Non-Thesi","1 - 3","","Ind","","","ARR ","Atkinson, R","25","Open",
"8988","ENVS 699","1","Thesis Research","1 - 6","","Ind","",""," ","Atkinson, R","1","Open",
"9188","EVST 220","1","Intro to Environmental Studies","3","","Lec","MWF","1500-1550","MCM 260","Allison, J","0","Closed",
"8359","FINC 210","1","Personal Finance","3","","Lec","MW","1630-1745","MCM 162","DiPersio, D L.","0","Closed",
"8360","FINC 210","2","Personal Finance","3","","Lec","MW","1800-1915","MCM 162","DiPersio, D L.","0","Closed",
"8361","FINC 300","1","Managerial Finance","3","","Lec","TR","1330-1445","LUTR 123","Guha, S ","0","Closed",
"8362","FINC 300","2","Managerial Finance","3","","Lec","MWF","1300-1350","LUTR 123","Qin, N","0","Closed",
"8363","FINC 324","1","Principles of Investment","3","","Lec","MWF","1000-1050","LUTR 347","Qin, N","0","Closed",
"8364","FINC 325","1","Mgmt of Financial Institutions","3","","Lec","TR","0930-1045","LUTR 376","Hall, T W","3","Open",
"8365","FINC 424","1","Portfolio Management","3","","Lec","MWF","1100-1150","LUTR 139","Rahim, N ","2","Open",
"8366","FINC 428","W1","WI:Financial Policy &amp; Strategy","3","  WI","Lec","MWF","0800-0850","LUTR 376","Rahim, N","8","Open",
"8367","FINC 428","W2","WI:Financial Policy &amp; Strategy","3","  WI","Lec","MWF","0900-0950","LUTR 376","Rahim, N","0","Closed",
"8368","FINC 454","1","Study Abroad in Finance","3","","Lec","",""," ","","0","Closed",
"8369","FINC 480","1","Internship in Finance","3","","Int","","","ARR ","Rahim, N ","0","Closed",
"8275","FNAR 117","1","3D Design","3","","Lab","TR","1400-1620","FERG A192","Davis, J","1","Open",
"8276","FNAR 117","2","3D Design","3","","Lab","TR","1030-1250","FERG A192","Henry, G","1","Open",
"8277","FNAR 118","1","2D Design","3","","Lab","MW","1400-1620","FERG T195","Skees, A","3","Open",
"8278","FNAR 118","2","2D Design","3","","Lab","TR","1030-1250","FERG T195","Davis, J","0","Closed",
"8279","FNAR 121","1","Drawing I","3","","Lab","MW","0800-1020","FERG T195","Harris, C","2","Open",
"8280","FNAR 128","1","Introduction to Digital Media","3","  AICE","Lab","MW","1030-1250","FERG A182","Skees, A","0","Closed",
"8281","FNAR 130","1","Photography I","3","","Lab","MW","1400-1620","FERG T191","Bavaria, C J","0","Closed",
"8282","FNAR 201","1","World Art in Context I","3","  AICE","Lec","TR","1500-1615","MCM 164","Schiller, L","0","Closed",
"8283","FNAR 201","2","World Art in Context I","3","  AICE","Lec","TR","1630-1745","FERG 201","Moran, E","0","Closed",
"8284","FNAR 201","3","World Art in Context I","3","  AICE","Lec","MW","1600-1715","MCM 101","Motta, R M.","1","Open",
"8285","FNAR 202","1","World Arts in Context II","3","  AICE","Lec","MWF","1000-1050","FERG 201","Richardson, M","0","Closed",
"8286","FNAR 202","2","World Arts in Context II","3","  AICE","Lec","MWF","1100-1150","FERG 201","Richardson, M","0","Closed",
"8287","FNAR 202","3","World Arts in Context II","3","  AICE","Lec","TR","1100-1215","FERG 207","Erhardt, M","0","Closed",
"8288","FNAR 202","4","World Arts in Context II","3","  AICE","Lec","TR","1330-1445","FERG 201","Erhardt, M","0","Closed",
"8289","FNAR 205","1","Digital Photography","3","  AICE","Lab","TR","1030-1250","FERG A182","Skees, K","1","Open",
"8290","FNAR 205","2","Digital Photography","3","  AICE","Lab","TR","1400-1620","FERG A182","Skees, K","0","Closed",
"8291","FNAR 226","1","Mixed Media &amp; Func Art I","3","","Lab","TR","1800-2020","FERG T195","Bowen, M","0","Closed",
"8292","FNAR 230","1","Advanced Darkroom Photography","3","","Lab","MW","1030-1250","FERG T191","Bavaria, C","1","Open",
"8293","FNAR 241","1","Ceramics I","3","  AICE","Lab","MW","1800-2020","FERG A195","Johnson, C","0","Closed",
"8294","FNAR 241","2","Ceramics I","3","  AICE","Lab","TR","0800-1020","FERG A195","Henry, G","0","Closed",
"8295","FNAR 252","1","Printmaking I","3","","Lab","TR","1400-1620","FERG T198","Henry, G","0","Closed",
"8296","FNAR 324","1","Advanced Painting","3","","Lab","MW","1030-1250","FERG T195","Harris, C","13","Open",
"8297","FNAR 326","1","Adv Mixed Media &amp; Func Art II","3","","Lab","TR","1800-2020","FERG T195","Bowen, M","0","Closed",
"8298","FNAR 331","1","Advanced Digital Photography","3","  AICE","Lab","TR","0800-1020","FERG A182","Skees, K","0","Closed",
"8299","FNAR 332","1","Animation","3","  AICE","Lab","MW","0800-1020","FERG A182","Skees, A","0","Closed",
"8300","FNAR 341","1","Advanced Ceramics","3","","Lab","MW","1800-2020","FERG A195","Johnson, C","0","Closed",
"8301","FNAR 352","1","Advanced Printmaking","3","","Lab","TR","1400-1620","FERG T198","Henry, G","0","Closed",
"9190","FNAR 374","1","Asian Art","3","  AICE","Lec","MW","1600-1715","FERG 201","Richardson, M","8","Open",
"9191","FNAR 377","1","Art of 20th Cent. to Present","3","","Lec","MWF","1400-1450","FERG 207","Richardson, M","2","Open",
"8302","FNAR 403","W1","WI:Adv Tpc: Modern Mexican Art","3","  WI","Lec","TR","1100-1215","FERG 201","Moran, E","0","Closed",
"8303","FNAR 490","W1","WI: Senior Seminar in Art Hist","3","  WI","Lec","TR","0930-1045","FERG 201","Erhardt, M","10","Open",
"8304","FNAR 491","1","Practicum in Studio Art/Histor","1 - 6","","Pra","","","ARR ","Harris, C","0","Closed",
"9363","FNAR 491","2","PRT: Mariner&#39;s Museum Lib","1 - 6","","Pra","","","ARR ","Skees, K","0","Closed",
"9430","FNAR 491","3","PRT:Experiencing the Art World","1 - 6","","Pra","","","ARR ","Harris, C ","0","Closed",
"9473","FNAR 491","4","PRT: PFAC - Biennial Show","1 - 6","","Pra","","","ARR ","Erhardt, M A.","0","Closed",
"9474","FNAR 491","5","PRT: Mariner&#39;s Museum","1 - 6","","Pra","","","ARR ","Erhardt, M A.","0","Closed",
"9414","FNAR 499","1","Independent Study in Video Art","1 - 3","","Ind","","","ARR ","Skees, K A.","0","Closed",
"9428","FNAR 499","2","Ind St: Adv Conceptual Photo","1 - 3","","Ind","","","ARR ","Skees, K A.","0","Closed",
"9432","FNAR 499","3","Ind St: Adv Study in Sculpture","1 - 3","","Ind","","","ARR ","Henry, G A.","0","Closed",
"9452","FNAR 499","4","Ind St: Advanced Video &amp; Photo","1 - 3","","Ind","","","ARR ","Skees, K A.","0","Closed",
"9454","FNAR 499","5","Ind St: Photography","1 - 3","","Ind","","","ARR ","Skees, K A.","0","Closed",
"9061","FREN 102","1","Beginning French II","3","","Lec","MWF","0900-0950","MCM 260","Larson, S","1","Open",
"9062","FREN 102","2","Beginning French II","3","","Lec","MWF","1100-1150","MCM 362","Larson, S","3","Open",
"9063","FREN 200","1","Eff Comm in French","3","  LLF","Lec","TR","0800-0915","MCM 307","Poosson, S","2","Open",
"9064","FREN 200","2","Eff Comm in French","3","  LLF","Lec","MWF","1300-1350","MCM 257","Siewe Seuchie, P A.","0","Closed",
"9065","FREN 200","3","Eff Comm in French","3","  LLF","Lec","MW","1800-1915","MCM 207","Milburn, S","0","Closed",
"9066","FREN 202","1","Intermediate French II","3","  LLF","Lec","TR","1500-1615","TRIB 208","Mulryan, M","2","Open",
"9059","FREN 314","1","Business French","3","  LLF","Lec","TR","1330-1445","TRIB 208","Mulryan, M","1","Open",
"9060","FREN 352","1","The Modern Era","3","  LLF","Lec","MWF","1200-1250","MCM 362","Larson, S","7","Open",
"9467","FREN 499","1","Ind St: Francophone Lit","1 - 3","  LLF","Ind","","","ARR ","Siewe Seuchie, P A.","0","Closed",
"8091","GEOG 201","1","Introduction to Geography I","3","","Lec","T","1800-2045","MCM 162","Crippen, G","0","Closed",
"8092","GEOG 201","2","Introduction to Geography I","3","","Lec","R","1800-2045","MCM 162","Crippen, G","1","Open",
"8093","GEOG 202","1","Introduction to Geography II","3","","Lec","T","1800-2045","LUTR 109","Finn, J C.","0","Closed",
"8094","GEOG 202","2","Introduction to Geography II","3","","Lec","TR","1630-1745","MCM 162","Crippen, G","0","Closed",
"8096","GEOG 388","2","Field Research in ANTH/GEOG","3","","Lec","MWF","1100-1150","LUTR 167","Timmer, A","5","Open",
"9068","GERM 102","1","Beginning German II","3","","Lec","MWF","0900-0950","MCM 164","McInnis, B","0","Closed",
"9069","GERM 102","2","Beginning German II","3","","Lec","TR","1630-1745","MCM 310","Deiulio, L C.","0","Closed",
"9070","GERM 102","3","Beginning German II","3","","Lec","MWF","0800-0850","MCM 164","McInnis, B","5","Open",
"9072","GERM 202","1","Intermediate German II","3","  LLF","Lec","MWF","1100-1150","MCM 262","McInnis, B T.","3","Open",
"9067","GERM 303","W1","WI: Intnsive Writing in German","3","  LLF  WI","Lec","MWF","1100-1150","MCM 360","Deiulio, L","9","Open",
"9071","GERM 352","1","Studies in the Modern Era","3","  LLF","Lec","MWF","1200-1250","MCM 312","McInnis, B","8","Open",
"9316","GERM 399","1","Ind St: Composition","1 - 3","","Ind","","","ARR ","Deiulio, L","0","Closed",
"8144","GOVT 100","1","Political Thought and Society","3","","Lec","MWF","1200-1250","MCM 310","Hadley, T","0","Closed",
"8145","GOVT 100","2","Political Thought and Society","3","","Lec","MWF","1300-1350","MCM 310","Hadley, T","1","Open",
"8146","GOVT 100","3","Political Thought and Society","3","","Lec","TR","0930-1045","MCM 112","Caballero, S","0","Closed",
"8147","GOVT 101","1","Power and Politics in America","3","  AIII","Lec","MWF","1300-1350","MCM 112","Greenlee, H","0","Closed",
"8148","GOVT 101","2","Power and Politics in America","3","  AIII","Lec","MWF","1100-1150","MCM 101","Camobreco, J","0","Closed",
"8149","GOVT 101","3","Power and Politics in America","3","  AIII","Lec","MWF","0900-0950","MCM 257","Hadley, T","0","Closed",
"8150","GOVT 101","4","Power and Politics in America","3","  AIII","Lec","MWF","1400-1450","MCM 112","Bitecofer, R","0","Closed",
"8151","GOVT 101","5","Power and Politics in America","3","  AIII","Lec","MWF","1500-1550","MCM 112","Bitecofer, R","0","Closed",
"8152","GOVT 101","6","Power and Politics in America","3","  AIII","Lec","TR","1330-1445","MCM 112","Hull, J","0","Closed",
"8153","GOVT 101","7","Power and Politics in America","3","  AIII","Lec","TR","1500-1615","MCM 112","Hull, J","1","Open",
"9317","GOVT 101","8","Power and Politics in America","3","  AIII","Lec","MW","1800-1915","MCM 357","Powner, L C.","0","Closed",
"9362","GOVT 101","9","Power and Politics in America","3","  AIII","Lec","MW","1930-2045","MCM 357","Powner, L","6","Open",
"8154","GOVT 202","1","State and Local Government","3","","Lec","M","1930-2230","MCM 314","Maddrea, B S.; Finch, J A","0","Closed",
"8155","GOVT 215","1","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1000-1050","MCM 364","Kirkpatrick, A","0","Closed",
"8156","GOVT 215","2","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1100-1150","MCM 364","Kirkpatrick, A","1","Open",
"8157","GOVT 215","3","Comprtv &amp; Intnl Politics","3","","Lec","TR","1500-1615","MCM 314","Busch, N","0","Closed",
"8158","GOVT 215","4","Comprtv &amp; Intnl Politics","3","","Lec","TR","1630-1745","MCM 314","Busch, N","0","Closed",
"8159","GOVT 215","5","Comprtv &amp; Intnl Politics","3","","Lec","TR","1330-1445","MCM 357","Cash, A","4","Open",
"8160","GOVT 215","6","Comprtv &amp; Intnl Politics","3","","Lec","TR","1500-1615","MCM 357","Cash, A","4","Open",
"8161","GOVT 243","1","Crime &amp; Punishment in America","3","","Lec","TR","1100-1215","MCM 312","Carlson, P M.","0","Closed",
"8162","GOVT 291","1","Community Service Internship","1 - 3","","Int","","","ARR ","Carlson, P M.","0","Closed",
"8163","GOVT 311","W1","WI: Comparative Politics","3","  WI","Lec","TR","0930-1045","MCM 314","Rizova, T","0","Closed",
"8164","GOVT 311","W2","WI: Comparative Politics","3","  WI","Lec","TR","1100-1215","MCM 314","Rizova, T","0","Closed",
"8165","GOVT 316","1","Constitutional Law","3","","Lec","MW","1800-1915","MCM 366","West, G","0","Closed",
"8166","GOVT 316","2","Constitutional Law","3","","Lec","TR","1800-1915","MCM 366","West, G","0","Closed",
"8167","GOVT 320","1","Religion &amp; Politics in the US","3","  AIII","Lec","MWF","1000-1050","MCM 310","Camobreco, J","0","Closed",
"8168","GOVT 333","1","Legislative Politics","3","","Lec","TR","1100-1215","MCM 360","Barnello, M ","0","Closed",
"8169","GOVT 333","2","Legislative Politics","3","","Lec","TR","1330-1445","MCM 360","Barnello, M","0","Closed",
"8170","GOVT 338","1","Polit of Weapons Proliferation","3","","Lec","W","1800-2100","MCM 360","Busch, N","0","Closed",
"8171","GOVT 350","1","Latin Ame Politics &amp; Societies","3","","Lec","MW","1600-1715","MCM 110","Rizova, T","0","Closed",
"8172","GOVT 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","1400-1450","MCM 110","Powner, L","3","Open",
"8174","GOVT 352","3","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1330-1445","MCM 110","Shelton, C","0","Closed",
"8175","GOVT 354","1","Political Campaigns/Elections","3","","Lec","MWF","1000-1050","MCM 162","Bitecofer, R","0","Closed",
"8176","GOVT 358","1","Modern Political Thought","3","","Lec","MW","1600-1715","MCM 366","Hadley, T","0","Closed",
"8177","GOVT 363","1","The Judicial Process","3","","Lec","MWF","0900-0950","MCM 364","Greenlee, H","1","Open",
"8178","GOVT 363","2","The Judicial Process","3","","Lec","MWF","1100-1150","MCM 357","Greenlee, H","0","Closed",
"8179","GOVT 371","W1","WI: Public Admin &amp; Policy","3","  WI","Lec","TR","0800-0915","MCM 366","Carlson, P","1","Open",
"8180","GOVT 380","1","Terrorism","3","","Lec","TR","0930-1045","MCM 316","Shelton, C","0","Closed",
"8181","GOVT 380","2","Terrorism","3","","Lec","TR","1100-1215","MCM 316","Shelton, C","0","Closed",
"8182","GOVT 380","3","Terrorism","3","","Lec","W","1800-2100","MCM 364","Shelton, C","0","Closed",
"8184","GOVT 395","2","Sp Tpc: Int&#39;l Development","3","","Lec","M","1800-2100","MCM 316","Cash, A","6","Open",
"8185","GOVT 395","3","Sp Tpc: West European Politics","3","","Lec","MW","1600-1715","MCM 160","Kirkpatrick, A","0","Closed",
"8186","GOVT 490","W1","WI: Senior Seminar in Pol Sci","3","  WI","Lec","TR","0930-1045","MCM 366","Cash, A","0","Closed",
"8187","GOVT 490","W2","WI: Senior Seminar in Pol Sci","3","  WI","Lec","MWF","0900-0950","MCM 366","Bitecofer, R","0","Closed",
"8188","GOVT 490","W3","WI: Senior Seminar in Pol Sci","3","  WI","Lec","MWF","1400-1450","MCM 300B","Camobreco, J","0","Closed",
"8189","GOVT 491","1","Senior Practicum","3","","Pra","","","ARR ","Greenlee, H","11","Open",
"9366","GOVT 499","1","Ind St:Refugees in Global Era","1 - 3","","Ind","","","ARR ","Rizova, T","0","Closed",
"9073","GREK 101","1","Beginning Ancient Greek I","3","","Lec","MWF","1300-1350","MCM 312","Buszard, B ","2","Open",
"9476","HARP 132","1","Applied Music: Harp","1","","Lab","","","ARR ","Pike, A N.","0","Closed",
"8001","HIST 111","1","Ancient and Medieval World","3","  AIGM","Lec","TR","0930-1045","MCM 160","Cartwright, C","0","Closed",
"8002","HIST 111","2","Ancient and Medieval World","3","  AIGM","Lec","TR","1100-1215","MCM 160","Cartwright, C","4","Open",
"8003","HIST 111","3","Ancient and Medieval World","3","  AIGM","Lec","TR","1500-1615","MCM 160","Cartwright, C ","0","Closed",
"8004","HIST 111","4","Ancient and Medieval World","3","  AIGM","Lec","TR","1500-1615","MCM 360","Santoro, A","17","Open",
"8005","HIST 111","5","Ancient and Medieval World","3","  AIGM","Lec","TR","1630-1745","MCM 360","Santoro, A","15","Open",
"8006","HIST 112","1","The Modern World","3","  AIGM","Lec","TR","0800-0915","MCM 360","Phillips, R","6","Open",
"8007","HIST 112","2","The Modern World","3","  AIGM","Lec","MWF","0900-0950","MCM 160","Stokes, B","8","Open",
"8008","HIST 112","3","The Modern World","3","  AIGM","Lec","TR","0930-1045","MCM 162","Phillips, R","0","Closed",
"8009","HIST 112","4","The Modern World","3","  AIGM","Lec","MWF","1200-1250","MCM 160","Mazzarella, M","0","Closed",
"8010","HIST 112","5","The Modern World","3","  AIGM","Lec","MWF","1300-1350","MCM 162","Sishagne, S","1","Open",
"9347","HIST 112","6","The Modern World","3","  AIGM","Lec","TR","1630-1745","MCM 164","Xu, X ","27","Open",
"8011","HIST 121","1","Early America to the Civil War","3","  AIWT","Lec","MWF","0800-0850","MCM 360","Shuck-Hall, S","2","Open",
"8012","HIST 121","2","Early America to the Civil War","3","  AIWT","Lec","TR","0800-0915","MCM 162","Austin, B","10","Open",
"8013","HIST 121","3","Early America to the Civil War","3","  AIWT","Lec","TR","0800-0915","MCM 160","White, W E.","1","Open",
"8014","HIST 121","4","Early America to the Civil War","3","  AIWT","Lec","MWF","0900-0950","MCM 360","Allegro, J","1","Open",
"8015","HIST 121","5","Early America to the Civil War","3","  AIWT","Lec","TR","0930-1045","MCM 362","Perry, M","0","Closed",
"8016","HIST 121","6","Early America to the Civil War","3","  AIWT","Lec","TR","1100-1215","MCM 362","Perry, M","0","Closed",
"8017","HIST 122","1","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","0900-0950","MCM 362","Falk, A","2","Open",
"8018","HIST 122","2","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1000-1050","MCM 362","Falk, A","0","Closed",
"8019","HIST 122","3","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1200-1250","MCM 360","Allison, J","0","Closed",
"8020","HIST 122","4","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","1630-1745","MCM 362","McGeever, C","18","Open",
"8021","HIST 122","5","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MW","1600-1715","MCM 360","Stokes, B","0","Closed",
"8022","HIST 200","1","Hist Inq:Greek &amp; Roman Warfare","3","","Lec","TR","1100-1215","MCM 310","Hyland, J","0","Closed",
"8023","HIST 200","2","Hist Inq:Sports in America","3","","Lec","MWF","1200-1250","MCM 307","Sellars, N","0","Closed",
"8024","HIST 200","3","Historical Inquiry:Comic Books","3","","Lec","MWF","1300-1350","MCM 357","Puaca, B","0","Closed",
"8025","HIST 200","4","Historical Inquiry:Comic Books","3","","Lec","MWF","1400-1450","MCM 357","Puaca, B","0","Closed",
"8026","HIST 200","5","Hist Inq:Sports in America","3","","Lec","MWF","1500-1550","MCM 307","Sellars, N","0","Closed",
"8028","HIST 301","1","The Ancient Greeks","3","","Lec","TR","0930-1045","MCM 310","Hyland, J","0","Closed",
"8029","HIST 301","2","The Ancient Greeks","3","","Lec","MW","1600-1715","MCM 310","Hyland, J","7","Open",
"8030","HIST 305","1","Hist Gender &amp; Sexuality in US","3","","Lec","TR","1100-1215","MCM 257","Puaca, L","0","Closed",
"8031","HIST 325","1","Cold War Politics and Culture","3","","Lec","W","1800-2045","MCM 310","Duskin, E","0","Closed",
"8032","HIST 338","1","History of Modern Germany","3","","Lec","MW","1600-1715","MCM 114","Puaca, B M","0","Closed",
"8033","HIST 346","1","Hist of the American Frontier","3","","Lec","MWF","1000-1050","MCM 260","Allison, J R.","2","Open",
"8034","HIST 348","1","Intro-Historical Archaeology","3","","Lec","F","1400-1800","MCM 366","Outlaw, A","1","Open",
"8035","HIST 350","1","American Indians","3","","Lec","MWF","1100-1150","MCM 310","Shuck-Hall, S","0","Closed",
"9189","HIST 355","1","Civil War and Reconstruction","3","","Lec","MWF","1000-1050","MCM 257","Hamilton, P","2","Open",
"8037","HIST 355","2","Civil War and Reconstruction","3","","Lec","MWF","1100-1150","MCM 257","Hamilton, P","1","Open",
"8038","HIST 356","1","US-Gilded Age/Progressive Era","3","","Lec","MWF","1400-1450","MCM 310","Sellars, N","16","Open",
"8039","HIST 364","1","History of Brazil","3","","Lec","TR","1330-1445","MCM 310","Connell, W","0","Closed",
"8040","HIST 370","1","Twentieth Century Africa","3","","Lec","MWF","1500-1550","MCM 257","Sishagne, S","7","Open",
